dc_bus_ripple_voltage_V,capacitor_esr_mOhm,junction_temp_C,mosfet_on_resistance_mOhm,conversion_efficiency_pct,heatsink_temp_C,command_fan_rpm,actual_fan_rpm,thd_pct,mains_surges_count,health_state
20.58,31.18,101.88,9.59,82.13,93.6,4000,1951,10.76,8,3
5.47,10.78,43.88,5.05,98.55,40.61,1500,1468,1.37,0,0
5.03,9.4,46.3,5.08,98.64,40.48,2500,2500,1.44,1,0
20.01,38.32,98.04,9.81,82.77,90.06,4000,2410,8.01,8,3
8.07,14.99,57.77,5.99,96.02,49.99,2000,1780,2.79,1,1
22.49,30.95,102.25,10.5,87.21,85.59,4000,1752,8.79,6,3
4.77,10.43,44.71,4.97,98.66,38.51,2500,2545,1.65,1,0
7.95,13.48,52.35,5.81,96.44,53.54,2000,1846,3.46,1,1
16.72,36.98,101.14,10.81,87.59,85.18,4000,1953,9.71,8,3
7.6,13.75,53.03,5.81,95.54,54.24,3000,2846,2.83,3,1
5.02,9.15,46.61,5.13,98.68,38.33,2500,2524,1.63,0,0
22.23,34.99,93.37,9.08,83.27,94.66,4000,1549,7.44,5,3
7.81,13.24,53.36,5.85,96.22,49.7,3000,2847,3.28,1,1
8.27,12.07,57.33,5.59,95.41,52.13,2500,2239,3.44,1,1
21.95,31.55,97.38,9.42,87.69,90.77,4000,1612,8.95,5,3
4.59,9.71,45.76,4.94,98.61,41.01,1500,1516,1.49,1,0
20.68,33.93,96.67,10.48,82.04,87.19,4000,1992,10.42,9,3
5.23,9.62,43.82,5.16,98.58,41.23,2500,2531,1.56,1,0
6.71,13.41,53.66,5.51,95.33,51.7,2000,1856,2.55,3,1
23.08,32.41,98.57,10.53,86.37,86.19,4000,2366,10.26,8,3
13.58,20.82,70.61,7.73,93.23,66.75,3500,2645,5.61,5,2
22.47,33.13,100.12,9.12,84.82,87.9,4000,1594,7.24,6,3
7.55,14.26,55.39,6.03,96.03,50.27,2000,1822,2.95,2,1
4.96,10.86,45.3,5.03,98.69,38.52,2000,1961,1.39,0,0
23.4,35.16,102.99,10.17,87.41,89.77,4000,1563,7.93,5,3
8.42,13.96,52.75,5.6,95.48,52.25,3000,2823,3.14,3,1
13.07,21.09,73.89,7.83,91.26,73.61,3500,2677,4.51,5,2
10.19,19.96,72.95,7.3,92.34,72.25,3500,2677,6.1,4,2
18.79,39.57,91.76,9.51,82.13,86.2,4000,2176,7.58,7,3
7.8,15.0,56.95,5.94,96.71,50.75,2000,1860,3.18,0,1
20.59,35.38,88.38,10.33,86.42,91.64,4000,2321,9.36,8,3
7.57,13.7,55.47,5.55,96.46,51.75,2500,2391,2.87,0,1
11.42,19.89,78.85,7.55,91.42,68.04,3500,2585,6.16,3,2
19.12,38.95,87.36,9.98,87.85,93.84,4000,1555,9.01,8,3
5.1,10.17,46.82,4.86,98.5,38.19,2500,2495,1.4,0,0
19.88,33.37,95.03,10.1,85.74,93.61,4000,2499,7.03,6,3
4.53,10.99,44.16,4.95,98.56,39.04,2000,2021,1.68,1,0
17.62,31.03,91.69,10.24,83.58,91.46,4000,1980,10.66,9,3
6.61,14.37,55.48,5.51,96.03,53.41,3000,2820,3.36,1,1
5.03,10.0,46.59,4.97,98.22,39.09,2000,2045,1.66,0,0
8.17,14.62,57.06,6.08,95.95,50.77,2500,2325,3.15,0,1
13.62,19.98,71.24,7.79,92.38,67.62,3500,2707,6.0,2,2
7.13,14.33,52.48,5.76,96.38,51.28,2000,1885,2.65,1,1
7.25,12.4,52.43,6.0,96.31,51.38,2500,2238,2.93,3,1
13.11,20.04,78.92,7.55,92.69,68.79,3500,2769,6.34,5,2
23.27,30.56,90.45,9.35,83.52,92.1,4000,1750,9.01,8,3
5.06,10.64,46.52,5.17,98.36,39.19,2500,2542,1.65,0,0
7.69,12.07,57.3,5.54,95.88,54.12,2500,2297,2.98,3,1
16.5,35.56,93.38,9.5,85.91,90.45,4000,1980,8.99,6,3
21.71,34.16,93.86,9.37,87.14,89.27,4000,2071,8.9,7,3
21.84,33.19,101.92,9.99,82.45,93.22,4000,2202,9.3,9,3
4.91,10.84,43.54,5.01,98.47,38.18,2500,2486,1.34,0,0
7.78,12.85,57.09,5.91,96.74,49.7,2000,1885,2.51,2,1
8.46,13.89,53.6,5.84,96.7,50.99,2000,1873,2.93,1,1
10.5,22.25,70.1,7.46,90.59,70.17,3500,2846,4.87,3,2
19.74,37.19,87.17,9.12,82.98,85.97,4000,2476,7.33,7,3
4.78,10.34,43.06,5.01,98.64,39.1,2500,2478,1.42,1,0
11.99,24.69,74.57,7.49,91.83,67.65,3500,2791,5.81,5,2
17.21,31.33,101.08,9.55,83.72,90.03,4000,2181,8.49,5,3
12.45,23.25,79.43,7.0,91.66,72.57,3500,2850,6.33,4,2
7.26,13.35,56.39,6.07,96.35,50.73,2000,1806,2.69,0,1
18.66,31.75,95.38,9.85,86.01,86.82,4000,1683,9.58,5,3
6.51,12.27,55.37,5.7,95.93,52.59,2000,1816,3.48,3,1
22.74,30.84,92.37,9.62,87.46,87.23,4000,1585,7.88,9,3
21.53,33.73,100.22,10.16,86.59,88.33,4000,1664,8.58,10,3
4.87,9.98,46.76,4.94,98.78,41.86,2000,2039,1.64,0,0
4.56,9.8,45.96,4.88,98.21,39.36,2500,2500,1.68,0,0
13.53,20.62,73.63,7.87,91.15,73.41,3500,2851,5.47,4,2
7.83,12.31,56.63,6.04,95.38,53.73,2000,1713,2.9,2,1
13.65,23.3,72.12,7.22,91.62,68.53,3500,2863,4.74,2,2
12.47,22.34,70.7,7.25,91.62,73.58,3500,2655,5.86,3,2
10.98,24.07,71.23,7.61,92.49,69.67,3500,2757,5.21,3,2
7.74,13.33,57.28,5.62,95.25,49.55,2500,2342,3.21,3,1
5.42,10.7,44.84,5.08,98.4,41.21,1500,1475,1.54,0,0
7.68,12.35,55.22,5.91,95.8,49.72,2000,1725,2.85,0,1
4.81,10.48,45.57,5.06,98.57,40.38,2000,2035,1.45,1,0
4.91,10.49,44.32,4.88,98.48,40.52,2000,1957,1.55,0,0
10.57,24.02,70.57,7.16,91.02,66.56,3500,2675,4.61,3,2
6.98,13.94,54.11,5.74,95.54,52.24,2500,2301,2.6,2,1
11.12,20.12,78.82,7.64,91.13,72.24,3500,2692,4.57,3,2
10.42,23.02,72.65,7.2,90.65,73.7,3500,2785,5.76,6,2
20.48,37.14,93.97,9.56,86.94,93.11,4000,1562,8.23,5,3
22.43,36.37,88.12,10.23,85.88,88.06,4000,2042,8.45,7,3
12.43,21.1,70.05,7.99,93.43,71.95,3500,2649,5.61,3,2
13.88,20.69,74.75,7.4,93.24,66.84,3500,2825,5.97,3,2
20.74,35.32,100.45,9.88,83.05,85.89,4000,1822,7.08,7,3
7.17,13.21,55.79,6.01,96.09,54.92,2500,2252,2.84,2,1
7.01,13.19,56.62,5.66,96.79,50.96,2500,2256,3.23,3,1
6.79,14.81,52.16,5.86,95.21,50.48,2000,1841,3.32,3,1
8.02,13.71,57.6,6.04,96.69,52.35,3000,2884,3.49,3,1
5.1,10.85,46.09,5.14,98.64,38.08,2500,2527,1.63,1,0
12.46,20.95,73.83,7.62,91.24,66.46,3500,2794,5.37,4,2
5.03,9.5,45.93,5.02,98.7,39.57,2500,2522,1.49,1,0
5.14,10.46,45.56,4.97,98.48,41.85,2000,2004,1.36,1,0
11.7,24.49,75.98,7.82,90.81,66.56,3500,2883,5.85,5,2
4.64,10.95,45.34,5.04,98.31,39.87,2500,2525,1.41,0,0
8.5,12.62,53.19,5.5,96.39,51.17,2000,1775,3.21,3,1
12.95,22.79,72.36,7.71,92.96,68.4,3500,2721,4.61,2,2
5.06,10.77,44.48,5.17,98.67,40.31,1500,1464,1.37,1,0
16.09,35.33,97.25,10.15,83.58,85.78,4000,2197,9.36,10,3
5.5,9.58,44.44,5.07,98.37,41.37,2500,2514,1.37,0,0
5.24,9.66,44.67,4.84,98.47,40.15,2000,1965,1.32,0,0
7.77,14.11,53.83,5.84,95.98,54.06,2000,1890,3.32,0,1
5.37,9.61,44.44,5.13,98.72,40.51,1500,1496,1.64,1,0
7.62,14.72,54.35,5.53,95.63,50.87,2500,2222,2.55,0,1
13.78,22.84,72.57,7.91,92.76,73.63,3500,2712,4.76,3,2
8.12,14.27,56.29,5.66,95.32,52.93,3000,2829,2.8,2,1
23.43,30.74,102.47,9.46,84.01,86.43,4000,2445,10.73,5,3
21.89,37.53,95.43,9.22,83.63,86.59,4000,2350,10.76,10,3
13.97,19.03,77.17,7.35,92.04,73.88,3500,2836,4.76,5,2
23.01,36.14,96.07,10.83,82.71,88.6,4000,1515,9.1,10,3
20.52,36.48,92.53,9.56,87.25,92.72,4000,2368,9.62,8,3
10.3,22.94,71.43,7.34,91.69,72.28,3500,2795,4.74,2,2
4.87,9.59,45.42,4.96,98.39,41.39,2500,2486,1.31,0,0
10.71,24.15,74.17,7.18,91.51,66.31,3500,2847,5.86,3,2
11.85,24.72,78.64,7.63,90.56,72.83,3500,2693,6.05,5,2
12.71,22.64,70.74,7.97,92.54,71.76,3500,2644,6.42,6,2
5.45,10.44,47.0,4.84,98.42,39.72,2000,1973,1.35,0,0
12.7,19.35,71.14,7.71,91.56,71.43,3500,2700,5.93,2,2
10.05,22.84,73.24,7.35,91.52,73.14,3500,2768,6.26,6,2
10.28,19.69,74.67,7.63,93.37,73.43,3500,2763,4.98,5,2
18.45,31.23,102.32,9.25,83.37,90.14,4000,1704,7.13,8,3
13.79,24.97,74.8,7.15,91.83,72.2,3500,2612,6.38,2,2
10.51,22.65,79.65,7.09,91.49,73.87,3500,2559,4.9,5,2
19.75,32.35,96.03,10.57,85.87,93.17,4000,1972,7.4,6,3
7.88,12.59,57.34,5.66,95.83,54.58,2500,2280,3.11,2,1
10.97,21.44,78.78,7.79,90.59,72.28,3500,2681,6.4,2,2
21.89,36.07,92.2,9.08,86.07,90.4,4000,2193,10.63,6,3
7.9,14.55,54.15,5.69,96.78,52.91,2000,1843,3.06,1,1
5.14,9.81,44.64,4.92,98.61,39.01,1500,1482,1.38,1,0
11.62,22.27,75.41,7.72,91.34,66.01,3500,2848,5.08,2,2
6.67,14.42,57.77,5.7,96.29,51.09,2500,2231,3.36,3,1
7.85,14.04,56.24,6.04,95.62,54.06,2500,2348,3.3,3,1
10.8,21.4,78.95,7.01,92.01,72.15,3500,2550,5.6,6,2
5.3,10.82,43.16,5.08,98.33,39.99,1500,1497,1.39,0,0
13.44,23.53,77.17,7.57,93.16,66.8,3500,2743,5.6,2,2
5.19,9.01,45.6,4.8,98.66,40.92,2500,2483,1.36,0,0
7.12,15.57,53.03,5.61,95.38,50.84,2000,1822,2.75,0,1
11.55,23.16,75.96,7.79,93.3,66.38,3500,2890,5.77,5,2
20.05,31.6,92.32,9.44,82.35,89.18,4000,1598,7.29,6,3
23.44,33.1,89.7,9.95,87.31,92.63,4000,1891,10.76,9,3
13.38,22.72,73.68,7.5,90.79,71.97,3500,2616,6.17,5,2
12.55,21.43,72.21,7.33,90.67,71.35,3500,2520,6.1,4,2
4.76,10.09,46.56,4.92,98.42,38.57,1500,1523,1.6,0,0
5.11,9.86,46.5,4.87,98.7,41.67,1500,1452,1.4,1,0
19.57,36.5,102.33,9.01,85.62,94.47,4000,1812,9.86,7,3
11.22,21.36,71.23,7.49,91.11,71.76,3500,2508,5.51,6,2
21.57,37.68,95.24,9.47,86.75,91.28,4000,1586,8.14,9,3
5.04,10.6,45.63,5.03,98.49,40.81,1500,1500,1.64,0,0
4.86,9.88,44.89,4.96,98.26,39.5,2500,2470,1.64,0,0
7.08,12.45,54.48,6.01,96.59,52.8,2000,1877,3.07,3,1
8.09,15.22,55.16,5.51,95.56,49.82,3000,2738,3.36,0,1
8.25,15.18,52.55,5.82,95.94,53.03,2500,2346,3.42,1,1
8.04,12.65,55.66,5.69,95.63,50.83,3000,2801,3.4,0,1
7.82,13.08,52.53,6.05,96.02,50.99,2500,2265,2.96,3,1
16.29,33.44,95.71,10.62,86.13,88.84,4000,2110,10.29,10,3
19.04,36.43,89.0,10.65,82.31,85.24,4000,1993,9.93,10,3
13.91,21.7,74.36,7.4,90.95,66.41,3500,2742,5.9,6,2
17.58,38.2,89.06,10.84,83.31,89.41,4000,2115,7.15,6,3
5.12,10.17,43.41,5.13,98.59,40.43,1500,1521,1.65,0,0
11.12,19.99,74.13,7.97,93.27,72.72,3500,2587,4.85,5,2
17.07,35.77,94.87,10.56,83.74,86.07,4000,1570,10.35,7,3
23.4,33.45,93.27,9.59,85.3,91.9,4000,2272,10.7,6,3
6.76,14.54,57.77,5.73,95.28,49.19,3000,2795,3.37,2,1
13.52,22.47,73.33,7.11,91.91,70.82,3500,2694,6.18,2,2
4.97,9.48,46.79,5.0,98.33,41.41,2500,2547,1.51,0,0
8.19,13.18,52.16,6.08,95.4,53.94,3000,2714,2.6,1,1
7.0,14.68,53.2,6.06,96.34,54.24,3000,2830,2.86,2,1
22.84,39.74,100.31,10.17,82.56,86.97,4000,1608,7.64,7,3
8.2,15.14,53.33,5.56,95.74,53.86,2000,1868,2.77,2,1
4.62,9.63,43.33,4.8,98.49,39.05,2500,2540,1.67,0,0
11.41,19.79,73.15,7.35,93.43,72.24,3500,2870,6.04,5,2
12.19,19.17,76.13,7.65,92.92,66.08,3500,2705,6.48,4,2
7.94,15.76,53.01,5.77,95.68,54.8,2500,2249,3.43,0,1
16.06,35.66,100.11,9.3,82.72,85.26,4000,2082,9.58,7,3
4.61,9.25,44.88,4.82,98.5,40.23,1500,1503,1.53,0,0
23.21,34.35,100.95,10.28,87.24,88.53,4000,2096,7.03,5,3
13.15,19.26,72.53,7.81,92.65,72.44,3500,2752,4.54,4,2
12.14,19.45,78.15,7.15,91.42,70.39,3500,2742,5.83,2,2
23.46,35.56,101.03,10.46,86.65,91.16,4000,2106,7.63,6,3
11.25,19.95,79.36,7.75,90.58,68.16,3500,2898,4.77,2,2
5.34,9.56,45.35,4.86,98.34,39.45,1500,1498,1.38,0,0
11.56,23.06,74.65,7.37,92.97,66.79,3500,2781,6.0,3,2
10.44,20.1,78.96,7.56,93.13,67.96,3500,2780,5.18,4,2
12.15,23.21,74.97,7.89,92.71,72.46,3500,2833,5.03,4,2
19.11,34.34,89.42,10.27,85.28,92.64,4000,2185,9.22,9,3
7.35,15.28,57.27,5.72,95.24,49.92,2500,2292,2.57,1,1
11.84,23.88,79.26,7.85,90.71,73.72,3500,2692,4.51,3,2
12.99,24.46,74.03,7.13,92.61,71.29,3500,2587,4.79,4,2
7.7,15.96,53.01,5.51,95.54,54.83,3000,2877,3.14,0,1
18.64,36.04,89.71,9.74,87.73,85.25,4000,2294,10.37,10,3
23.22,37.18,99.04,10.2,87.87,93.03,4000,1926,7.02,5,3
5.38,10.28,44.44,4.85,98.71,39.14,2000,2010,1.43,0,0
17.22,38.21,99.6,9.36,84.96,94.36,4000,1912,8.17,5,3
8.06,14.08,52.27,6.04,95.69,49.85,2500,2224,3.03,3,1
21.2,39.36,91.02,10.19,84.75,94.38,4000,2253,8.23,7,3
7.65,13.26,54.99,5.97,96.3,50.21,2000,1708,2.86,3,1
8.19,13.0,52.51,5.51,95.41,50.85,3000,2711,3.15,1,1
13.61,24.85,78.03,7.88,92.09,70.79,3500,2631,6.21,5,2
6.95,14.25,52.92,6.09,95.61,51.45,2000,1715,2.82,3,1
8.45,15.1,53.39,5.82,96.07,53.82,2500,2261,2.81,1,1
8.08,15.56,55.36,5.83,95.84,53.64,2000,1831,3.3,0,1
10.53,24.04,75.33,7.5,92.39,72.35,3500,2820,6.15,3,2
7.16,13.25,54.0,5.87,96.12,53.15,2000,1887,2.72,1,1
6.79,14.92,57.17,5.76,96.18,49.52,2500,2252,3.18,2,1
7.13,13.98,53.25,5.73,95.71,54.32,2000,1792,3.22,0,1
20.44,31.22,101.42,10.86,87.82,86.48,4000,1599,8.25,9,3
12.12,22.54,72.09,7.51,93.4,72.73,3500,2503,4.7,3,2
5.12,9.93,43.77,5.11,98.38,40.46,2000,2029,1.48,0,0
11.65,19.09,70.26,7.78,90.88,73.27,3500,2595,4.57,4,2
11.0,22.97,78.68,7.43,91.83,72.05,3500,2860,4.74,6,2
4.53,9.48,45.49,4.91,98.47,38.13,1500,1461,1.6,0,0
22.19,39.81,101.88,9.66,82.43,90.63,4000,1626,7.03,5,3
10.38,22.13,72.83,7.18,90.67,71.61,3500,2537,5.13,4,2
23.6,33.2,100.66,10.99,85.36,86.81,4000,1640,7.72,7,3
7.05,15.11,52.42,5.89,96.52,49.74,2500,2249,3.05,3,1
7.65,12.28,55.83,6.04,96.34,53.48,2500,2313,3.18,2,1
13.85,24.78,79.65,7.93,91.27,70.93,3500,2652,4.51,2,2
11.45,22.83,74.63,7.55,91.91,69.97,3500,2866,5.12,6,2
5.23,9.8,43.18,5.1,98.32,40.7,1500,1519,1.68,1,0
11.43,21.17,70.48,7.89,92.83,73.35,3500,2798,5.06,5,2
10.99,19.74,77.51,7.19,92.24,73.11,3500,2574,5.63,2,2
21.22,39.03,88.65,9.92,83.99,92.34,4000,2094,7.29,5,3
5.34,9.3,46.44,4.81,98.42,41.87,1500,1456,1.62,0,0
5.03,10.94,44.04,5.2,98.46,38.55,2000,2033,1.43,1,0
4.53,9.42,44.22,5.15,98.75,38.2,2500,2519,1.69,0,0
21.04,39.17,90.78,9.51,87.43,93.51,4000,2360,10.45,7,3
5.42,10.76,44.56,5.03,98.41,40.32,2000,2003,1.62,1,0
4.77,10.55,45.82,5.2,98.72,39.19,1500,1523,1.32,0,0
13.69,20.3,78.08,7.93,93.33,73.11,3500,2549,5.81,3,2
8.33,14.21,57.54,5.55,96.07,51.46,3000,2873,3.14,1,1
21.56,32.13,96.57,10.21,87.67,89.67,4000,2154,10.05,10,3
8.14,12.78,55.17,5.93,95.41,53.06,2000,1847,3.11,2,1
10.66,24.5,72.15,7.5,92.71,66.55,3500,2677,6.04,5,2
7.24,15.39,53.09,6.02,96.58,50.17,2000,1772,3.04,0,1
7.88,14.06,56.54,6.09,95.63,53.05,2000,1884,2.75,2,1
7.43,12.75,54.7,5.63,95.31,51.0,3000,2713,3.4,3,1
11.45,19.03,79.81,7.71,91.52,68.61,3500,2768,5.64,4,2
13.81,19.45,71.61,7.08,92.85,67.04,3500,2894,5.07,3,2
7.62,13.18,55.96,5.64,96.18,49.49,2500,2399,3.0,0,1
11.0,19.97,70.18,7.45,91.3,71.88,3500,2864,5.84,2,2
4.77,10.71,45.16,4.93,98.36,40.01,2500,2513,1.61,0,0
8.18,13.92,57.96,5.88,96.15,54.41,2500,2234,3.44,2,1
5.16,10.36,43.63,4.81,98.58,38.9,2500,2515,1.59,0,0
4.59,9.02,43.1,5.12,98.21,40.61,2000,2011,1.66,1,0
17.65,34.92,93.77,9.18,83.64,93.62,4000,2328,7.63,7,3
8.08,13.25,55.98,5.64,96.46,49.6,3000,2830,3.23,0,1
10.63,22.97,73.8,7.29,91.61,70.08,3500,2726,5.44,6,2
6.85,13.9,57.73,6.03,95.23,50.74,2500,2298,3.43,2,1
10.11,20.93,75.04,7.68,91.42,70.79,3500,2780,5.02,2,2
22.88,39.32,92.54,9.69,83.82,91.58,4000,2494,8.98,8,3
12.14,19.47,73.59,7.04,92.45,68.67,3500,2660,5.75,4,2
8.24,14.48,53.55,5.76,96.16,49.14,2500,2351,3.1,0,1
6.54,15.06,53.98,5.77,96.5,52.73,2500,2382,2.99,0,1
5.27,10.56,43.15,5.05,98.48,38.48,2500,2452,1.37,0,0
5.37,9.7,43.49,4.89,98.68,38.66,2500,2484,1.46,0,0
11.74,20.27,70.05,7.67,93.37,67.29,3500,2608,5.52,2,2
7.16,13.89,52.73,6.07,96.64,49.58,2500,2219,2.82,3,1
17.73,32.07,93.53,10.36,86.33,85.76,4000,2233,7.13,9,3
4.83,9.53,43.57,5.07,98.37,39.09,1500,1456,1.39,0,0
12.0,19.24,71.72,7.85,92.23,68.14,3500,2527,5.19,2,2
19.49,32.77,95.84,9.4,85.51,89.45,4000,1838,7.13,5,3
6.94,14.87,53.2,5.64,95.34,51.17,2000,1772,2.76,0,1
12.58,19.61,72.71,7.16,91.51,67.94,3500,2843,5.09,4,2
13.08,20.81,77.14,7.72,93.22,67.69,3500,2694,4.73,5,2
4.77,9.22,45.89,4.87,98.69,38.49,2500,2493,1.43,0,0
16.63,37.61,93.09,9.11,83.84,88.92,4000,2292,8.63,10,3
4.75,10.12,46.41,5.12,98.2,41.92,2500,2540,1.44,1,0
6.96,15.86,56.06,5.78,95.92,52.89,2000,1876,2.99,0,1
7.6,15.77,52.85,5.81,96.71,52.69,2500,2395,3.22,3,1
5.27,9.34,46.14,5.04,98.44,41.62,1500,1480,1.37,1,0
18.93,37.65,89.46,10.68,84.9,86.61,4000,1834,7.61,7,3
4.87,9.42,43.84,4.87,98.21,40.51,1500,1473,1.59,0,0
5.11,10.26,44.14,4.88,98.55,41.23,1500,1519,1.55,1,0
5.02,10.99,45.22,5.05,98.69,40.58,2500,2531,1.67,0,0
16.2,33.85,95.83,9.9,87.08,86.68,4000,1731,9.82,6,3
6.51,12.02,55.61,6.02,96.76,50.46,2000,1723,2.81,1,1
7.02,12.49,57.96,5.86,96.28,54.76,2000,1875,3.04,2,1
4.58,9.59,45.01,4.91,98.63,38.78,2000,1957,1.47,0,0
6.71,12.09,55.39,5.76,96.09,52.44,2000,1850,2.6,0,1
22.76,35.09,98.73,9.53,82.76,92.14,4000,2152,10.76,9,3
10.51,24.42,79.71,7.86,92.08,71.44,3500,2543,6.34,5,2
4.8,9.54,44.81,5.09,98.22,40.16,2000,2017,1.4,1,0
16.08,30.31,93.45,9.26,85.7,93.1,4000,1991,9.36,9,3
4.65,9.09,44.67,5.1,98.61,40.23,2000,1974,1.59,1,0
13.42,19.87,77.39,7.31,93.0,73.85,3500,2770,5.36,3,2
11.7,21.61,78.09,7.05,92.55,68.22,3500,2503,4.89,2,2
5.48,10.63,44.64,4.97,98.75,38.19,2000,1956,1.63,1,0
8.1,12.8,53.85,5.67,95.91,53.51,2500,2254,2.71,0,1
11.17,23.83,74.66,7.23,90.66,67.36,3500,2518,6.26,4,2
10.63,20.54,72.51,7.59,92.03,73.58,3500,2745,5.44,2,2
18.1,32.71,95.26,10.65,88.0,85.95,4000,1986,9.04,7,3
10.97,20.16,71.97,7.37,91.89,69.45,3500,2687,6.12,6,2
5.06,9.65,45.98,5.15,98.55,40.95,2500,2542,1.68,1,0
23.41,32.44,100.1,10.1,87.65,87.89,4000,1875,7.66,8,3
22.06,31.61,93.69,10.35,87.24,86.88,4000,1642,9.8,7,3
22.08,33.63,94.83,10.1,87.0,94.57,4000,2136,9.94,5,3
13.74,20.37,75.75,7.39,91.65,70.51,3500,2639,5.37,6,2
11.97,24.26,71.04,7.54,93.07,68.97,3500,2798,4.71,2,2
6.93,12.21,53.18,5.95,95.26,50.26,2000,1846,2.75,0,1
5.27,10.12,45.92,5.04,98.28,38.64,1500,1548,1.52,0,0
8.4,14.25,54.39,5.57,95.82,51.92,2500,2257,2.79,3,1
5.12,10.97,46.29,4.89,98.22,41.77,2000,1953,1.61,1,0
16.99,35.04,89.31,10.74,87.87,94.41,4000,2465,9.88,9,3
8.41,12.16,54.2,5.51,96.31,52.05,2000,1740,2.61,2,1
18.67,30.62,99.14,9.54,85.2,85.1,4000,1663,9.63,5,3
5.07,10.11,46.57,5.16,98.72,39.69,2000,1970,1.31,0,0
19.3,38.71,90.68,10.7,84.82,90.99,4000,2374,9.59,7,3
18.45,31.0,87.37,9.17,86.46,86.55,4000,1809,8.4,10,3
5.34,10.16,45.41,4.85,98.71,41.47,2500,2482,1.67,0,0
8.49,12.38,52.28,5.84,95.41,51.26,3000,2717,3.48,1,1
11.42,21.86,75.36,7.66,93.13,70.13,3500,2864,5.26,4,2
23.35,31.48,100.45,9.97,85.0,89.01,4000,1991,10.94,9,3
10.82,20.47,76.31,7.25,91.03,66.93,3500,2775,4.66,2,2
13.41,19.24,70.03,7.21,93.43,72.52,3500,2873,4.89,2,2
16.38,33.15,97.51,9.33,87.1,85.18,4000,1620,8.45,9,3
20.53,33.81,88.84,9.64,82.65,86.12,4000,1950,8.88,7,3
4.82,10.27,45.68,5.05,98.71,40.28,2000,2028,1.57,0,0
4.81,10.03,44.78,5.11,98.62,39.3,1500,1464,1.64,0,0
20.15,31.05,97.02,9.66,87.66,91.06,4000,2471,8.97,5,3
5.14,9.31,44.81,5.04,98.22,40.77,2500,2512,1.34,0,0
7.4,13.21,54.89,5.89,95.61,54.41,2000,1782,3.28,1,1
6.92,12.07,52.22,5.7,95.8,49.82,2000,1809,2.67,1,1
17.85,34.2,88.6,10.27,87.63,86.54,4000,1692,7.27,7,3
7.64,14.3,54.54,5.66,95.58,50.88,3000,2899,2.59,3,1
4.88,9.04,46.97,5.15,98.68,39.9,2500,2470,1.55,1,0
4.83,10.01,43.06,5.17,98.62,39.3,2500,2540,1.49,0,0
12.11,19.83,78.94,7.24,93.38,71.04,3500,2725,4.86,3,2
4.77,10.08,46.48,5.01,98.2,41.73,1500,1548,1.57,1,0
12.71,23.37,78.01,7.96,92.57,68.75,3500,2835,5.3,5,2
5.37,10.29,46.38,4.95,98.28,41.82,2500,2460,1.41,0,0
4.52,10.73,45.36,4.83,98.35,39.6,2000,2037,1.6,1,0
5.11,9.37,45.89,5.18,98.6,40.94,2500,2480,1.31,1,0
18.09,38.8,100.08,9.04,84.05,89.04,4000,1847,8.92,10,3
23.3,31.28,88.22,9.0,85.01,93.68,4000,1623,9.01,8,3
4.63,10.36,43.2,5.06,98.29,41.79,2500,2539,1.66,0,0
6.67,15.45,53.95,5.91,96.65,49.61,2000,1825,2.8,0,1
13.88,22.48,75.22,7.88,92.2,72.82,3500,2655,5.04,2,2
5.3,9.33,46.75,5.16,98.65,38.99,2500,2458,1.41,0,0
5.23,10.44,43.63,5.14,98.46,38.28,1500,1526,1.41,0,0
4.91,10.42,45.74,5.0,98.41,41.04,2500,2502,1.37,0,0
19.19,35.3,102.66,9.02,83.48,94.61,4000,2272,9.73,5,3
7.6,12.06,54.8,5.65,95.54,52.96,3000,2875,3.07,3,1
10.88,24.72,72.35,7.02,91.03,68.26,3500,2542,4.63,4,2
6.68,12.03,55.31,5.85,96.56,54.04,3000,2835,3.28,1,1
7.07,15.35,54.76,5.81,96.6,52.58,3000,2789,2.74,1,1
11.84,22.76,77.29,7.32,92.0,71.46,3500,2641,6.38,5,2
5.11,10.78,45.83,5.01,98.72,41.49,2500,2525,1.39,1,0
6.85,14.47,53.95,5.72,96.48,50.83,2000,1886,3.19,1,1
4.95,9.06,44.36,4.92,98.64,40.7,2500,2516,1.49,1,0
19.85,36.23,95.81,9.1,85.58,90.74,4000,2452,7.46,9,3
11.03,23.69,74.16,7.97,92.84,66.07,3500,2674,5.69,2,2
22.07,33.3,88.82,10.79,83.61,89.88,4000,2013,8.15,9,3
10.6,21.51,73.16,7.45,92.43,70.14,3500,2740,5.52,2,2
10.7,22.88,76.23,7.31,93.38,72.76,3500,2852,6.1,6,2
20.22,37.3,89.07,9.39,85.13,89.88,4000,1536,8.01,6,3
21.34,37.54,94.73,9.59,82.08,89.09,4000,2371,8.43,7,3
4.92,10.35,43.11,5.18,98.46,40.86,1500,1486,1.6,0,0
5.19,9.67,43.87,5.18,98.35,40.34,2500,2549,1.55,0,0
13.25,23.19,70.15,7.48,93.07,71.56,3500,2765,4.64,6,2
5.32,9.77,46.74,4.82,98.22,40.67,2000,2033,1.42,0,0
18.5,39.77,96.23,9.74,82.26,92.19,4000,2138,10.26,6,3
5.05,10.04,44.21,5.04,98.28,39.4,1500,1546,1.57,0,0
11.03,21.08,71.23,7.51,92.56,67.85,3500,2860,4.68,2,2
5.34,9.68,45.73,4.89,98.3,40.28,2000,1970,1.43,0,0
